ESD Code,ESD Name,District-County Code,District name,School Code,School name,Lowest Grade,Highest Grade,Physical AddressLine1,Physical City,Physical State,Physical ZipCode,phone,School Type
17801,Puget Sound Educational Service District 121,27400,Clover Park School District,1825,Alfaretta House,11,12,6423 Alfaretta ST,Lakewood,Washington,98499-0000,(253) 583-5170,Special Education School
34801,Educational Service District 113,21232,Winlock School District,1829,Apolo High School,6,12,241 NORTH MILITARY ROAD,WINLOCK,Washington,98596-0000,(360) 785-3537,Alternative School w/ > 50% From Within District
29801,Northwest Educational Service District 189,31015,Edmonds School District,1830,Special Education Contracted,4,12,20420 68TH AVE W,LYNNWOOD,Washington,98036-7400,(425) 431-7122,Special Education School
39801,Educational Service District 105,39202,Toppenish School District,1831,Toppenish Pre School,PK,PK,407 S. JUNIPER ST,TOPPENISH,Washington,98948-1194,509.865.8267,Public School
17801,Puget Sound Educational Service District 121,17405,Bellevue School District,1832,Bsd Voc Ed/Career Educ Options,9,12,12111 NE 1st Street,Bellevue,Washington,98005-3181,425.456.4226,Alternative School w/ > 50% From Outside of District
39801,Educational Service District 105,13073,Wahluke School District,1835,Sentinel Tech Alt School,9,12,20140 Rd 24 SW,Mattawa,Washington,99349-0000,509.932.3133,Alternative School w/ > 50% From Within District
6801,Educational Service District 112,6119,Battle Ground School District,1836,Cam Jr Sr High School,5,12,715 NW ONSDORFF BLVD.,BATTLE GROUND,Washington,98604-0000,360.885.6801,Alternative School w/ > 50% From Within District
32801,Educational Service District 101,32363,West Valley School District (Spokane),1838,Spokane Valley High School,9,12,2011 N HUTCHINSON,SPOKANE,Washington,99212-0000,509.922.5475,Alternative School w/ > 50% From Outside of District
17801,Puget Sound Educational Service District 121,18303,Bainbridge Island School District,1841,Mosaic Home Education Partnership,K ,8,9530 NE High School Rd,Bainbridge Island,Washington,98110-0000,(206)780-1387,Alternative School w/ > 50% From Within District
32801,Educational Service District 101,32363,West Valley School District (Spokane),1842,Spokane Valley Transition School,9,12,2011 N HUTCHINSON RD,SPOKANE,Washington,99212-0000,509.922.5475,Alternative School w/ > 50% From Outside of District
4801,North Central Educational Service District 171,24350,Methow Valley School District,1845,Home School Experience,K ,12,18 Twin Lakes Rd.,Winthrop,Washington,98862-9713,509.996.2186,Alternative School w/ > 50% From Within District
4801,North Central Educational Service District 171,24350,Methow Valley School District,1845,Home School Experience,K ,12,18 Twin Lakes Rd.,Winthrop,Washington,98862-9713,509.996.9205,Alternative School w/ > 50% From Within District
29801,Northwest Educational Service District 189,31006,Mukilteo School District,1848,Special Services,PK,12,9600 Sharon Drive,Everett,Washington,98204-2650,(425) 356-1277,Special Education School
11801,Educational Service District 123,11051,North Franklin School District,1850,Camp Outlook,9,9,1270 N. Ephrata,Connell,Washington,99326-0829,509.234.1055,Institution
32801,Educational Service District 101,33049,Wellpinit School District,1851,Wellpinit Alliance High School,8,12,6231 OLD SCHOOL RD,WELLPINIT,Washington,99040-0390,(509) 258-4535,Alternative School w/ > 50% From Outside of District
32801,Educational Service District 101,33049,Wellpinit School District,1851,Wellpinit Alliance High School,8,12,6231 OLD SCHOOL RD,WELLPINIT,Washington,99040-0390,509.258.4535,Alternative School w/ > 50% From Outside of District
32801,Educational Service District 101,32414,Deer Park School District,1852,Deer Park Home Link Program,K ,12,N. 428 Main Street,Deer Park,Washington,99006-0000,(509) 468-3357,Alternative School w/ > 50% From Outside of District
17801,Puget Sound Educational Service District 121,17407,Riverview School District,1854,PARADE,PK,12,32240 NE 50th St,Carnation,Washington,98014-6332,425.844.4963,Alternative School w/ > 50% From Within District
17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,1856,The Center School,9,12,305 HARRISON ST,SEATTLE,Washington,98109-4623,206.252.9850,Public School
32801,Educational Service District 101,33207,Mary Walker School District,1857,Springdale Academy,K ,12,500 N 4th St,SPRINGDALE,Washington,99173-0159,,Alternative School w/ > 50% From Within District
32801,Educational Service District 101,32354,Mead School District,1858,Mead Education Partnership Prog,K ,12,8621 N FIVE MILE ROAD,SPOKANE,Washington,99208,509.465.7400,Alternative School w/ > 50% From Within District
17801,Puget Sound Educational Service District 121,27010,Tacoma School District,1860,Tacoma School of the Arts,10,12,1818 Tacoma Avenue,Tacoma,Washington,98402-0000,253.571.7900,Public School
17801,Puget Sound Educational Service District 121,27010,Tacoma School District,1860,Tacoma School of the Arts,10,12,1818 Tacoma Avenue,Tacoma,Washington,98402-0000,253.571.7900,Public School
18801,Olympic Educational Service District 114,23403,North Mason School District,1861,North Mason Homelink Program,K ,12,71 East Campus Dr.,Belfair,Washington,98528-0000,360.277.2393,Alternative School w/ > 50% From Within District
29801,Northwest Educational Service District 189,31025,Marysville School District,1862,Marysville Coop Program,K ,5,4407 116th St NE,Marysville,Washington,98270,360.653.0630,Public School
6801,Educational Service District 112,6119,Battle Ground School District,1875,Homelink River,K ,12,610-C SW EATON BLVD.,BATTLE GROUND,Washington,98604,(360) 834-000 ,Alternative School w/ > 50% From Within District
17801,Puget Sound Educational Service District 121,27400,Clover Park School District,1880,Re-Entry High School,9,12,5431 Steilacoom Blvd SW,Lakewood,Washington,98499-1341,253.583.5420,Alternative School w/ > 50% From Within District
17801,Puget Sound Educational Service District 121,27400,Clover Park School District,1881,Re-Entry Middle School,6,8,5431 Steilacoom Blvd SW,Lakewood,Washington,98499-1341,253.583.5390,Alternative School w/ > 50% From Within District
17801,Puget Sound Educational Service District 121,27400,Clover Park School District,1882,Special Education Services/relife,PK,12,14721 Murray ST,Lakewood,Washington,98439-1129,(253) 583-5170,Special Education School
11801,Educational Service District 123,3017,Kennewick School District,1884,Legacy High School,6,12,201 S. Garfield St,KENNEWICK,Washington,99336-5632,509.222.6522,Alternative School w/ > 50% From Within District
11801,Educational Service District 123,11051,North Franklin School District,1889,Connell Preschool,PK,PK,1100 W. Clark St.,Connell,Washington,99326-0829,(509) 234-9218,Public School
29801,Northwest Educational Service District 189,28137,Orcas Island School District,1892,OASIS K-12,K ,12,557 SCHOOL RD,EASTSOUND,Washington,98245-0000,360.376.2287,Alternative School w/ > 50% From Within District
29801,Northwest Educational Service District 189,28137,Orcas Island School District,1892,OASIS K-12,K ,12,557 SCHOOL RD,EASTSOUND,Washington,98245-0000,360.376.2286,Alternative School w/ > 50% From Within District
29801,Northwest Educational Service District 189,31025,Marysville School District,1895,ECEAP,PK,PK,NULL,NULL,NULL,NULL,(360) 653-0830,Public School
18801,Olympic Educational Service District 114,5121,Port Angeles School District,1897,Special Education,PK,12,216 E 4TH ST,PORT ANGELES,Washington,98362-3200,360.457.8575,Special Education School
32801,Educational Service District 101,10309,Republic School District,1898,Republic Parent Partner,K ,12,30306 EAST HIGHWAY 20,REPUBLIC,Washington,99166-0000,509.775.3173,Alternative School w/ > 50% From Within District
6801,Educational Service District 112,6112,Washougal School District,1899,Washougal Special Services,PK,PK,4855 Evergreen Way,WASHOUGAL,Washington,98671-9176,360.954.3020,Special Education School
4801,North Central Educational Service District 171,9075,Bridgeport School District,1900,Bridgeport Aurora High School,9,12,1400 Tacoma,BRIDGEPORT,Washington,98813-1060,509.686.8770,Alternative School w/ > 50% From Within District
34801,Educational Service District 113,25116,Raymond School District,1902,Raymond Home Link School,K ,12,1016 COMMERCIAL STREET,RAYMOND,Washington,98577-0000,360.942.3415,Public School
18801,Olympic Educational Service District 114,18401,Central Kitsap School District,1903,East Side Alt,10,12,7050 TIBARDIS RDNW,BREMERTON,Washington,98311-0000,662-1630,Alternative School w/ > 50% From Within District
29801,Northwest Educational Service District 189,31201,Snohomish School District,1904,Parent Partnerhip,K ,12,1601 Avenue D,Snohomish,Washington,98290-0000,(360) 563-7289,Alternative School w/ > 50% From Within District
29801,Northwest Educational Service District 189,31002,Everett School District,1907,Port Gardner,K ,12,3516 Rucker,Everett,Washington,98201-4629,425.385.5191,Alternative School w/ > 50% From Within District
29801,Northwest Educational Service District 189,31025,Marysville School District,1910,Marysville SD Special,PK,13,4220 80th St NE,Marysville,Washington,98270-3498,360.653.0828,Special Education School
32801,Educational Service District 101,33049,Wellpinit School District,1911,Wellpinit-Fort Semco High School,11,12,40 ABELLA LANE,WHITE SWAN,Washington,98952-0000,(509) 258-4535,Alternative School w/ > 50% From Outside of District
32801,Educational Service District 101,33049,Wellpinit School District,1911,Wellpinit-Fort Semco High School,11,12,40 ABELLA LANE,WHITE SWAN,Washington,98952-0000,509.258.4535,Alternative School w/ > 50% From Outside of District
29801,Northwest Educational Service District 189,15204,Coupeville School District,1913,Cedar Program,K ,12,1276 Engle Rd,Coupeville,Washington,98239-3617,360.678.4409,Alternative School w/ > 50% From Within District
29801,Northwest Educational Service District 189,37504,Lynden School District,1914,Lynden Special Services,PK,PK,205 S BC AVE STE 115,LYNDEN,Washington,98264-0000,360.354.2893,Special Education School
17801,Puget Sound Educational Service District 121,17408,Auburn School District,1915,Special Ed School,PK,12,502 4TH ST NE,AUBURN,Washington,98002-5020,253.931.4927,Special Education School
32801,Educational Service District 101,32416,Riverside School District,1919,Independent Scholar,K ,12,34515 N. Newport Highway,Chattaroy,Washington,99003-9734,(509) 464-8204,Alternative School w/ > 50% From Within District
32801,Educational Service District 101,10050,Curlew School District,1921,Curlew Parent Partner,K ,12,47 Curlew School Rd,Curlew,Washington,99118-0370,(509) 779-4931,Alternative School w/ > 50% From Within District
32801,Educational Service District 101,33183,Loon Lake School District,1922,Loon Lake Homelink Program,K ,8,3999 Maple Street,Loon Lake,Washington,99148-0000,(509) 233-8185,Alternative School w/ > 50% From Within District
39801,Educational Service District 105,19401,Ellensburg School District,1924,Ellensburg Developmental Preschool,PK,PK,400 E University Way,Ellensburg,Washington,98926-0000,509.925.8115,Special Education School
34801,Educational Service District 113,21301,Pe Ell School District,1925,Trojan Alternative School,9,12,519 N. 2nd Street,Pe Ell,Washington,98572-0368,(360) 291-3244,Alternative School w/ > 50% From Within District
6801,Educational Service District 112,6114,Evergreen School District (Clark),1926,Home Choice Academy,K ,12,13501 NE 28th Street,Vancouver,Washington,98682-8091,360.604.4032,Alternative School w/ > 50% From Within District
29801,Northwest Educational Service District 189,31025,Marysville School District,1927,Marysville Arts and Technology High School,9,12,7204 27th Ave NE,Marysville,Washington,98271,360.653.0664,Public School
29801,Northwest Educational Service District 189,29100,Burlington-Edison School District,1928,Burlington-Edison Alternative School,9,12,301 N Burlington Blvd,Burlington,Washington,98233-2298,(360) 757-3311,Alternative School w/ > 50% From Within District
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,1931,Best Night School,9,12,10903 NE 53rd ST,Kirkland,Washington,98033-7508,425.936.2300,Alternative School w/ > 50% From Within District
32801,Educational Service District 101,33070,Valley School District,1932,Columbia Virtual Academy,K ,8,3030 Huffman Road,Valley,Washington,99181,509.937.2753,Alternative School w/ > 50% From Outside of District
